607.000000,341.000000
596.000000,341.000000
598.000000,341.000000
585.000000,340.000000
585.000000,342.000000
575.000000,340.000000
570.000000,340.000000
571.000000,340.000000
562.000000,340.000000
549.000000,340.000000
551.000000,340.000000
547.000000,341.000000
546.000000,341.000000
537.000000,342.000000
530.000000,343.000000
530.000000,343.000000
525.000000,344.000000
515.000000,343.000000
516.000000,344.000000
509.000000,344.000000
510.000000,343.000000
508.000000,344.000000
505.000000,343.000000
504.000000,344.000000
498.000000,345.000000
496.000000,344.000000
494.000000,344.000000
491.000000,345.000000
488.000000,345.000000
484.000000,346.000000
487.000000,347.000000
484.000000,348.000000
487.000000,347.000000
487.000000,348.000000
487.000000,348.000000
488.000000,346.000000
487.000000,347.000000
487.000000,347.000000
489.000000,349.000000
489.000000,349.000000
490.000000,350.000000
489.000000,351.000000
488.000000,350.000000
490.000000,352.000000
489.000000,351.000000
489.000000,352.000000
486.000000,352.000000
486.000000,353.000000
483.000000,351.000000
483.000000,352.000000
482.000000,352.000000
482.000000,351.000000
482.000000,351.000000
482.000000,352.000000
482.000000,352.000000
483.000000,353.000000
484.000000,355.000000
484.000000,355.000000
485.000000,355.000000
486.000000,356.000000
487.000000,355.000000
489.000000,353.000000
494.000000,345.000000
494.000000,347.000000
495.000000,345.000000
494.000000,346.000000
490.000000,346.000000
496.000000,345.000000
496.000000,346.000000
499.000000,347.000000
499.000000,347.000000
498.000000,347.000000
496.000000,345.000000
496.000000,345.000000
496.000000,346.000000
495.000000,341.000000
495.000000,341.000000
495.000000,338.000000
495.000000,337.000000
494.000000,337.000000
498.000000,337.000000
497.000000,338.000000
497.000000,338.000000
500.000000,339.000000
498.000000,338.000000
498.000000,338.000000
499.000000,336.000000
500.000000,335.000000
500.000000,334.000000
502.000000,333.000000
502.000000,333.000000
504.000000,332.000000
503.000000,331.000000
502.000000,331.000000
504.000000,333.000000
502.000000,332.000000
503.000000,333.000000
503.000000,333.000000
504.000000,333.000000
503.000000,332.000000
499.000000,330.000000
500.000000,328.000000
500.000000,327.000000
500.000000,327.000000
501.000000,327.000000
500.000000,328.000000
501.000000,328.000000
500.000000,327.000000
500.000000,326.000000
502.000000,327.000000
501.000000,328.000000
501.000000,328.000000
499.000000,327.000000
498.000000,323.000000
503.000000,323.000000
504.000000,323.000000
503.000000,322.000000
503.000000,323.000000
503.000000,321.000000
503.000000,323.000000
504.000000,323.000000
501.000000,324.000000
502.000000,324.000000
501.000000,325.000000
502.000000,324.000000
500.000000,323.000000
498.000000,321.000000
498.000000,321.000000
498.000000,319.000000
496.000000,320.000000
496.000000,321.000000
496.000000,320.000000
496.000000,320.000000
494.000000,320.000000
494.000000,321.000000
495.000000,320.000000
495.000000,319.000000
494.000000,320.000000
493.000000,320.000000
495.000000,318.000000
493.000000,320.000000
491.000000,317.000000
68.000000,319.000000
491.000000,318.000000
490.000000,319.000000
488.000000,318.000000
489.000000,318.000000
488.000000,319.000000
486.000000,320.000000
483.000000,318.000000
482.000000,320.000000
480.000000,319.000000
478.000000,319.000000
474.000000,319.000000
475.000000,320.000000
475.000000,320.000000
474.000000,320.000000
469.000000,318.000000
461.000000,318.000000
462.000000,318.000000
458.000000,320.000000
453.000000,318.000000
453.000000,319.000000
450.000000,318.000000
450.000000,319.000000
450.000000,320.000000
446.000000,316.000000
446.000000,321.000000
443.000000,319.000000
440.000000,318.000000
441.000000,318.000000
437.000000,318.000000
436.000000,318.000000
430.000000,319.000000
427.000000,318.000000
427.000000,317.000000
421.000000,318.000000
419.000000,318.000000
419.000000,319.000000
419.000000,319.000000
419.000000,319.000000
415.000000,319.000000
412.000000,319.000000
413.000000,319.000000
411.000000,320.000000
