0.016020,6.940402,143.544540,226.199799,156.278397,199.705902,212.042175,146.404587,132.025223,84.033218,45.899483,34.854015,27.306904,34.853886,45.899483,84.032623,132.025421,146.404556,212.042358,199.705902,156.278397,226.199753,143.544540,6.940402
7.960294,20.556946,159.073883,224.489975,181.157089,183.402512,147.771835,162.642487,95.711533,63.989864,35.608662,23.374763,23.722708,35.763088,58.811485,90.244644,118.103912,113.663490,160.259659,175.840179,211.586639,252.740906,161.206360,18.322416
97.362579,117.807755,219.724167,239.236435,247.160767,162.442062,133.938599,151.660141,92.360123,65.675461,42.743553,29.965925,21.180140,27.092196,45.592983,75.877861,100.768929,119.137733,135.822540,166.919769,188.347504,191.799622,159.803345,114.783424
105.132523,147.363754,228.122299,218.077103,170.380051,148.896255,173.996124,117.589363,83.279541,50.013805,35.399212,21.860687,20.028460,24.540102,40.479748,53.703575,83.210876,107.814453,132.850571,123.872688,146.823898,180.223572,158.806412,102.535713
106.298637,129.662186,148.690414,145.945801,114.875198,133.346283,105.778671,79.012146,69.421608,41.898388,24.114565,17.817898,13.517941,19.568605,23.513487,32.213135,48.802811,81.191338,97.142990,98.949287,116.884956,148.140823,140.605820,124.649078
60.129116,86.698105,106.196266,112.124123,81.715927,72.135963,61.528973,45.508335,48.052753,24.881220,15.599785,9.568036,8.981336,8.341363,11.557359,22.527803,35.783577,44.328323,62.639584,79.855515,100.876686,98.397255,76.795998,63.332878
49.870350,60.190296,58.751358,67.094017,46.771839,41.182663,34.940434,29.728178,21.929317,13.491588,7.496572,6.406690,4.229201,5.595517,8.561505,18.743420,21.539248,28.704742,33.578209,56.992538,76.437241,74.512314,52.448257,35.992062
29.935387,31.618980,35.003880,28.969395,28.096663,23.088253,21.351320,18.680811,10.344452,4.945354,3.638266,2.691705,2.194901,2.713797,5.073875,7.555485,13.637294,17.166752,24.374519,33.153778,43.489361,47.611233,38.166271,23.459133
20.682152,18.901354,17.965790,19.135122,19.484573,17.137381,12.466338,11.462501,6.906947,4.213434,2.193390,1.994032,1.596231,1.994049,2.193390,4.213536,6.907081,11.462447,12.466166,17.137365,19.484640,19.135252,17.965796,18.901358
29.935383,23.459133,38.166260,47.609585,43.488140,33.153381,24.372774,17.166889,13.637268,7.555490,5.073893,2.713795,2.194713,2.691689,3.638266,4.945422,10.344668,18.681067,21.352324,23.088238,28.096657,28.969374,35.003876,31.618988
49.870281,35.992062,52.448269,74.512924,76.437683,56.992226,33.578194,28.704782,21.539291,18.744019,8.561474,5.595554,4.229593,6.406652,7.496549,13.491244,21.929182,29.728275,34.940399,41.182648,46.771812,67.093895,58.751381,60.190262
60.129101,63.332882,76.796013,98.397331,100.876694,79.855370,62.639713,44.328297,35.783546,22.527916,11.557347,8.341355,8.980875,9.567988,15.599871,24.880915,48.052406,45.508400,61.528812,72.136009,81.715927,112.124115,106.196251,86.698090
106.298630,124.649086,140.605820,148.140945,116.884979,98.949295,97.143120,81.191460,48.802834,32.213306,23.513538,19.568504,13.517992,17.817621,24.114626,41.899059,69.421600,79.012115,105.778564,133.346085,114.875183,145.945877,148.690414,129.662186
105.132523,102.535713,158.806381,180.223633,146.823883,123.872658,132.850403,107.814461,83.210960,53.704109,40.479603,24.540323,20.027927,21.860664,35.399231,50.013226,83.279572,117.589622,173.997604,148.896255,170.380005,218.076965,228.122314,147.363739
97.362579,114.783424,159.803345,191.799545,188.347488,166.919739,135.822525,119.137726,100.768913,75.878792,45.593174,27.092173,21.180725,29.965944,42.743534,65.675667,92.360184,151.660309,133.938629,162.442062,247.160797,239.236374,219.724136,117.807755
7.960294,18.322416,161.206360,252.740906,211.586670,175.840179,160.259842,113.663498,118.103943,90.246391,58.811436,35.763062,23.722395,23.374762,35.608677,63.989838,95.711517,162.642548,147.771759,183.402466,181.157089,224.489929,159.073898,20.556946
