0.000000,-0.000864,0.405118,-1.195455,0.728932,-1.582447,2.599000,-1.850503,2.480403,-1.769229,0.931544,-0.919882,0.742687,-0.922416,0.931576,-1.780656,2.476482,-1.851161,2.593122,-1.583310,0.728261,-1.199272,0.405134,-0.000867
-0.001183,0.008333,-0.521603,1.271402,-1.108245,1.518801,-1.304009,2.470204,-1.369745,1.061385,-0.589606,0.438974,-0.587805,1.048062,-1.640407,2.192139,-2.132387,1.221915,-1.561870,1.284929,-1.398620,1.589662,-0.533674,0.006577
0.221385,-0.341850,1.269771,-1.797695,2.501555,-1.464677,1.350240,-2.649138,1.587921,-1.395095,1.144119,-0.981267,0.607062,-0.743050,1.222359,-1.903283,1.984554,-1.728096,1.456466,-1.453041,1.370933,-1.143739,0.657614,-0.306578
-0.374649,0.743812,-2.342624,2.129448,-1.632553,1.669255,-3.446334,2.338901,-1.890432,1.160718,-1.089450,0.740487,-0.801667,0.900305,-1.399013,1.370281,-1.878077,2.092092,-2.044012,1.165174,-1.328279,1.918653,-1.028178,0.357717
0.654316,-1.183200,1.689464,-1.771923,1.226924,-2.293133,2.031659,-1.755669,2.302147,-1.423379,0.843071,-0.814296,0.612361,-0.989039,0.795052,-0.827267,1.098636,-1.898569,1.831679,-1.264536,1.334064,-2.191196,1.453340,-0.910664
-0.420134,1.008668,-1.498926,1.895920,-1.226295,1.284389,-1.397211,1.125819,-2.121197,0.951421,-0.674760,0.437051,-0.520586,0.339798,-0.395101,0.809300,-1.174075,1.102221,-1.470822,1.563777,-1.863404,1.491096,-0.747042,0.452543
0.638205,-1.032464,1.024138,-1.532050,0.883489,-0.933737,0.957861,-1.079424,0.985472,-0.632757,0.354208,-0.442292,0.248535,-0.344853,0.464460,-1.218018,0.930484,-1.017488,0.898615,-2.045638,2.801128,-1.830488,0.766643,-0.324845
-0.531819,0.642882,-0.859267,0.656319,-0.812433,0.719214,-0.926208,1.099179,-0.530984,0.204298,-0.202143,0.190503,-0.172684,0.200154,-0.397815,0.474993,-0.904256,0.910431,-1.230299,1.711590,-2.198163,2.138000,-1.075645,0.344845
0.447262,-0.362321,0.357418,-0.480493,0.627310,-0.666439,0.495508,-0.650684,0.389398,-0.250331,0.120110,-0.173106,0.148127,-0.173030,0.120097,-0.249403,0.388352,-0.651181,0.497702,-0.666782,0.626090,-0.478026,0.357350,-0.362214
-0.531728,0.344635,-1.075887,2.152659,-2.207765,1.714636,-1.244224,0.909346,-0.904521,0.474846,-0.397777,0.200168,-0.173952,0.190599,-0.202150,0.203477,-0.529173,1.097360,-0.916673,0.719686,-0.812429,0.656729,-0.859323,0.642825
0.641253,-0.324729,0.766079,-1.819344,2.796356,-2.049006,0.898273,-1.016987,0.930016,-1.213406,0.464791,-0.344604,0.245178,-0.442599,0.354475,-0.636165,0.986755,-1.078158,0.958727,-0.934156,0.884123,-1.535443,1.023686,-1.033240
-0.420389,0.452208,-0.747764,1.487696,-1.861919,1.566511,-1.466354,1.103127,-1.174376,0.806881,-0.395272,0.339855,-0.524054,0.437546,-0.673723,0.955222,-2.124324,1.124289,-1.401904,1.282634,-1.225908,1.900403,-1.498350,1.009053
0.653086,-0.908989,1.453526,-2.190427,1.333655,-1.264237,1.828900,-1.896490,1.098230,-0.823995,0.794350,-0.989779,0.611799,-0.816947,0.842200,-1.414769,2.302740,-1.755780,2.033406,-2.297736,1.227483,-1.773529,1.689923,-1.182760
-0.374811,0.357604,-1.028538,1.913700,-1.328694,1.166532,-2.052189,2.091688,-1.875836,1.359881,-1.400707,0.897434,-0.807094,0.740777,-1.089210,1.172968,-1.889675,2.333535,-3.414212,1.669494,-1.634409,2.140064,-2.342233,0.745511
0.221366,-0.306582,0.657387,-1.146988,1.371921,-1.454320,1.457121,-1.727748,1.986055,-1.885759,1.219235,-0.743596,0.598066,-0.980949,1.144810,-1.389835,1.586728,-2.644953,1.348016,-1.464907,2.499536,-1.805585,1.271943,-0.341449
-0.001182,0.006576,-0.534019,1.588602,-1.397866,1.284401,-1.554382,1.221052,-2.131130,2.160999,-1.641247,1.048759,-0.593983,0.438967,-0.589251,1.062985,-1.370401,2.470913,-1.312281,1.519650,-1.108534,1.278184,-0.521371,0.008321
